Idx,myNewStat,yyy,newstat2
72,247944,NaN,247944
73,226963,NaN,226963
74,231767,NaN,231767
75,514685,NaN,514685
76,365959,NaN,365959
77,368191,NaN,368191
78,256707,NaN,256707
79,509747,NaN,509747
80,538648,NaN,538648
81,478941,NaN,478941
82,392716,NaN,392716
83,233429,NaN,233429
84,324774,NaN,324774
85,260754,NaN,260754
86,NaN,4191.2,NaN
87,583170,4340.2,583170
88,NaN,4215.2,NaN
89,NaN,NaN,NaN
90,516988,NaN,516988
91,196361,NaN,196361
92,117234,NaN,117234
93,282061,NaN,282061
94,280368,NaN,280368
95,347365,NaN,347365
96,199960,NaN,199960
97,328461,NaN,328461
98,208961,NaN,208961
99,131608,NaN,131608
100,NaN,NaN,NaN
101,113914,NaN,113914
102,113267,NaN,113267
103,352604,NaN,352604
104,154502,NaN,154502
105,212599,NaN,212599
106,193419,NaN,193419
107,185551,NaN,185551
108,247524,NaN,247524
109,395961,NaN,395961
110,439067,NaN,439067
111,NaN,NaN,NaN
112,NaN,NaN,NaN
113,165431,NaN,165431
114,180126,NaN,180126
115,482310,NaN,482310
116,329141,NaN,329141
117,274387,NaN,274387
118,423705,NaN,423705
119,372102,NaN,372102
120,184660,NaN,184660
121,176120,NaN,176120
122,73329,NaN,73329
123,65228,NaN,65228
124,55756,NaN,55756
125,74672,NaN,74672
126,97739,NaN,97739
127,49820,NaN,49820
128,263435,NaN,263435
129,109496,NaN,109496
130,175064,NaN,175064
131,115441,NaN,115441
132,92774,NaN,92774
133,303904,NaN,303904
134,187716,NaN,187716
135,152340,NaN,152340
136,372916,NaN,372916
137,184678,NaN,184678
138,173558,NaN,173558
139,177298,NaN,177298
140,215709,NaN,215709
141,95545,NaN,95545
142,62466,NaN,62466
143,NaN,NaN,NaN
144,NaN,NaN,NaN
145,NaN,NaN,NaN
146,NaN,NaN,NaN
147,NaN,NaN,NaN
148,NaN,NaN,NaN
149,NaN,NaN,NaN
150,NaN,NaN,NaN
151,NaN,NaN,NaN
152,NaN,NaN,NaN
153,NaN,NaN,NaN
154,NaN,NaN,NaN
155,NaN,NaN,NaN
156,NaN,NaN,NaN
157,NaN,NaN,NaN
158,NaN,NaN,NaN
159,NaN,NaN,NaN
160,NaN,NaN,NaN
161,NaN,NaN,NaN
162,NaN,NaN,NaN
163,NaN,NaN,NaN
164,NaN,NaN,NaN
165,NaN,NaN,NaN
166,NaN,NaN,NaN
167,NaN,NaN,NaN
168,NaN,NaN,NaN
169,NaN,NaN,NaN
170,NaN,NaN,NaN
171,NaN,NaN,NaN
172,NaN,NaN,NaN
173,NaN,NaN,NaN
174,NaN,NaN,NaN
175,NaN,NaN,NaN
176,NaN,NaN,NaN
177,NaN,NaN,NaN
178,NaN,NaN,NaN
179,NaN,NaN,NaN
180,NaN,NaN,NaN
181,NaN,NaN,NaN
182,NaN,NaN,NaN
183,NaN,NaN,NaN
184,NaN,NaN,NaN
185,NaN,NaN,NaN
186,NaN,NaN,NaN
187,NaN,NaN,NaN
188,NaN,NaN,NaN
189,368105,NaN,368105
190,106878,NaN,106878
191,169870,NaN,169870
192,NaN,NaN,NaN
193,187593,NaN,187593
194,115126,NaN,115126
195,169644,NaN,169644
196,411975,NaN,411975
197,202629,NaN,202629
198,162157,NaN,162157
199,206415,NaN,206415
200,192919,NaN,192919
201,118628,NaN,118628
202,112880,NaN,112880
203,117447,NaN,117447
204,171269,NaN,171269
205,122575,NaN,122575
206,86745,NaN,86745
207,209389,NaN,209389
208,NaN,NaN,NaN
209,NaN,NaN,NaN
210,NaN,NaN,NaN
211,NaN,NaN,NaN
212,178937,NaN,178937
213,143165,NaN,143165
214,114490,NaN,114490
215,86632,NaN,86632
216,158187,NaN,158187
217,110059,NaN,110059
218,187105,NaN,187105
219,236069,NaN,236069
220,163749,NaN,163749
221,150902,NaN,150902
222,278202,NaN,278202
223,134623,NaN,134623
224,110943,NaN,110943
225,98245,NaN,98245
226,NaN,NaN,NaN
227,NaN,NaN,NaN
228,NaN,NaN,NaN
229,NaN,NaN,NaN
230,NaN,NaN,NaN
231,NaN,NaN,NaN
232,NaN,NaN,NaN
233,NaN,NaN,NaN
234,NaN,NaN,NaN
235,NaN,NaN,NaN
236,NaN,NaN,NaN
237,NaN,NaN,NaN
238,NaN,NaN,NaN
239,205799,NaN,205799
240,706760,NaN,706760
241,836154,NaN,836154
242,618302,NaN,618302
243,438629,NaN,438629
244,463110,NaN,463110
245,202886,NaN,202886
246,171314,NaN,171314
247,314783,NaN,314783
248,NaN,NaN,NaN
249,232331,NaN,232331
250,NaN,NaN,NaN
251,NaN,NaN,NaN
252,NaN,NaN,NaN
253,NaN,NaN,NaN
254,NaN,NaN,NaN
255,NaN,NaN,NaN
256,NaN,NaN,NaN
257,NaN,NaN,NaN
258,NaN,NaN,NaN
259,NaN,NaN,NaN
260,NaN,NaN,NaN
261,NaN,NaN,NaN
262,NaN,NaN,NaN
263,NaN,NaN,NaN
264,NaN,NaN,NaN
265,NaN,NaN,NaN
266,NaN,NaN,NaN
267,NaN,NaN,NaN
268,NaN,NaN,NaN
269,NaN,NaN,NaN
270,NaN,NaN,NaN
271,NaN,NaN,NaN
272,NaN,NaN,NaN
273,542846,NaN,542846
274,298922,NaN,298922
275,272728,NaN,272728
276,140338,NaN,140338
277,163798,NaN,163798
278,NaN,NaN,NaN
279,153508,NaN,153508
280,167972,NaN,167972
281,274793,NaN,274793
282,NaN,NaN,NaN
283,161319,NaN,161319
284,247643,NaN,247643
285,146963,NaN,146963
286,125951,NaN,125951
287,179921,NaN,179921
