stack=rr30a_s8;stackdb=rr30a_s8_db2;saveTime=3571070292.841000;version=20151224;
idx,x,y,z,sLen2d,sLen3d,intmSeconds,isDirty,intBad,intManual,spineWidth,extendHead,extendTail,scaleRadius,zPlusMinus,sSum,sMean,sSD,sN,sbSum,sbMean,sbSD,sbN,sbxyManual,sbxPos,sbyPos,dSum,dMean,dSD,dN,dPlus,dMinus,dbSum,dbMean,dbSD,dbN,ubssSum,ubssMean,ubsdSum,ubsdMean,utssmoss,utsmmosm,utssdoss,utsmdosm,utssmods,utsmmodm,utssdods,utsmdodm,
28.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
29.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
30.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
31.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
32.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
33.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
34.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
35.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
36.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
37.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
38.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
39.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
40.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
41.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388668.000000,383.301775,391.263054,1014.000000,17513.000000,17.271203,23.245215,1014.000000,NaN,37.627143,40.569377,524618.000000,1445.228650,587.370341,363.000000,NaN,NaN,6718.000000,18.506887,25.068345,363.000000,371155.000000,366.030572,517900.000000,1426.721763,178653.000000,176.186391,1.928058,1.928058,236886.000000,-3.856480,2.764264,0.989574,
42.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225563.000000,196.826353,259.055174,1146.000000,19609.000000,17.110820,23.616383,1146.000000,NaN,40.523807,38.252779,649745.000000,1514.557110,528.175580,429.000000,NaN,NaN,7402.000000,17.254079,23.218754,429.000000,205954.000000,179.715532,642343.000000,1497.303030,94685.000000,82.622164,1.850956,1.850956,27525.000000,-236.202883,1.154263,0.432093,
43.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,246131.000000,237.807729,366.083845,1035.000000,19650.000000,18.985507,26.502450,1035.000000,NaN,43.955424,41.987508,764884.000000,1699.742222,573.792634,450.000000,NaN,NaN,7306.000000,16.235556,22.920460,450.000000,226481.000000,218.822222,757578.000000,1683.506667,105986.000000,102.401932,1.879588,1.879588,40552.000000,-194.353333,1.218105,0.529611,
44.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,407520.000000,294.663774,478.051563,1383.000000,26803.000000,19.380333,26.299978,1383.000000,NaN,43.899878,38.960328,778408.000000,1652.670913,619.351538,471.000000,NaN,NaN,9911.000000,21.042463,28.098503,471.000000,380717.000000,275.283442,768497.000000,1631.628450,143255.000000,103.582791,1.603275,1.603275,175234.000000,-160.986197,1.852791,0.630994,
45.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,387728.000000,315.226016,431.574779,1230.000000,22952.000000,18.660163,25.721547,1230.000000,NaN,40.742024,22.982279,913592.000000,1939.685775,566.120466,471.000000,NaN,NaN,8048.000000,17.087049,23.309547,471.000000,364776.000000,296.565854,905544.000000,1922.598726,118816.000000,96.598374,1.483070,1.483070,109680.000000,-245.039242,1.429956,0.547568,
46.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,302162.000000,154.242981,355.225804,1959.000000,37837.000000,19.314446,25.155251,1959.000000,NaN,51.986000,19.109062,997492.000000,2052.452675,595.737624,486.000000,NaN,NaN,9893.000000,20.355967,27.049379,486.000000,264325.000000,134.928535,987599.000000,2032.096708,124910.000000,63.762124,1.895958,1.895958,-21797.000000,-453.799860,0.923819,0.229186,
47.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,330639.000000,510.245370,721.042528,648.000000,10328.000000,15.938272,22.019927,648.000000,NaN,44.592349,23.252376,1077997.000000,2245.827083,742.566363,480.000000,NaN,NaN,8806.000000,18.345833,26.900210,480.000000,320311.000000,494.307099,1069191.000000,2227.481250,155806.000000,240.441358,1.947120,1.947120,7969.000000,-156.405401,1.025514,0.759640,
48.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,353638.000000,356.130916,609.241448,993.000000,18797.000000,18.929507,25.868991,993.000000,NaN,51.747456,20.820718,1063139.000000,2331.445175,724.369053,456.000000,NaN,NaN,8401.000000,18.423246,22.916346,456.000000,334841.000000,337.201410,1054738.000000,2313.021930,111092.000000,111.875126,1.496503,1.496503,18680.000000,-356.134116,1.059084,0.486347,
49.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,564549.000000,449.124105,606.053534,1257.000000,24361.000000,19.380270,27.321019,1257.000000,NaN,63.757000,40.100310,1164355.000000,2425.739583,655.840347,480.000000,NaN,NaN,8512.000000,17.733333,24.671786,480.000000,540188.000000,429.743835,1155843.000000,2408.006250,171434.000000,136.383453,1.464901,1.464901,253006.000000,-168.551999,1.880995,0.718280,
50.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,263266.000000,378.255747,523.596973,696.000000,12885.000000,18.512931,27.992288,696.000000,NaN,70.473048,17.083862,1137906.000000,2312.817073,692.921910,492.000000,NaN,NaN,9308.000000,18.918699,25.450193,492.000000,250381.000000,359.742816,1128598.000000,2293.898374,64957.000000,93.329023,1.350316,1.350316,-53262.000000,-257.417753,0.824590,0.582900,
51.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268367.000000,249.876164,356.829678,1074.000000,20394.000000,18.988827,25.499152,1074.000000,NaN,66.449000,18.194296,982180.000000,2085.307856,675.300227,471.000000,NaN,NaN,8821.000000,18.728238,25.873144,471.000000,247973.000000,230.887337,973359.000000,2066.579618,78677.000000,73.256052,1.464730,1.464730,-39944.000000,-380.401410,0.861266,0.377706,
52.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,378437.000000,154.212306,333.878743,2454.000000,46307.000000,18.870008,26.983254,2454.000000,NaN,73.467538,53.244553,1041361.000000,2169.502083,618.094050,480.000000,NaN,NaN,10925.000000,22.760417,30.431052,480.000000,332130.000000,135.342298,1030436.000000,2146.741667,109610.000000,44.665852,1.492585,1.492585,33864.000000,-486.045202,1.113536,0.217807,
53.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,256404.000000,351.720165,580.275703,729.000000,14560.000000,19.972565,28.622962,729.000000,NaN,65.292716,15.355066,1001570.000000,2182.069717,882.065745,459.000000,NaN,NaN,8406.000000,18.313725,26.510640,459.000000,241844.000000,331.747599,993164.000000,2163.755991,112988.000000,154.990398,1.876855,1.876855,-48236.000000,-300.234971,0.833715,0.524932,
54.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,205814.000000,192.169935,353.134349,1071.000000,19501.000000,18.208217,24.801051,1071.000000,NaN,72.775000,12.760886,1009737.000000,2103.618750,846.960013,480.000000,NaN,NaN,8286.000000,17.262500,24.128004,480.000000,186313.000000,173.961718,1001451.000000,2086.356250,70919.000000,66.217554,1.614581,1.614581,-89771.000000,-401.213282,0.674842,0.302450,
55.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,616979.000000,514.149167,696.720414,1200.000000,23847.000000,19.872500,28.431964,1200.000000,NaN,70.865000,16.611840,1254680.000000,2504.351297,807.950744,501.000000,NaN,NaN,7963.000000,15.894212,22.000336,501.000000,593132.000000,494.276667,1246717.000000,2488.457086,169259.000000,141.049167,1.399315,1.399315,219189.000000,-252.116547,1.586156,0.662220,
56.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,471683.000000,308.289542,595.005202,1530.000000,28223.000000,18.446405,26.094086,1530.000000,NaN,70.321728,40.878697,1314446.000000,2773.092827,871.332903,474.000000,NaN,NaN,6859.000000,14.470464,19.216585,474.000000,443460.000000,289.843137,1307587.000000,2758.622363,188112.000000,122.949020,1.736689,1.736689,39862.000000,-561.629437,1.098767,0.340402,
57.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360757.000000,494.865569,737.672610,729.000000,12861.000000,17.641975,25.197831,729.000000,NaN,80.842174,17.889042,1368041.000000,2814.899177,978.145112,486.000000,NaN,NaN,8881.000000,18.273663,27.361671,486.000000,347896.000000,477.223594,1359160.000000,2796.625514,142457.000000,195.414266,1.693427,1.693427,-78351.000000,-399.827846,0.816184,0.544123,
58.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,367528.000000,245.018667,417.835443,1500.000000,28264.000000,18.842667,27.121116,1500.000000,NaN,82.922673,7.207698,1365110.000000,2954.783550,931.814639,462.000000,NaN,NaN,7148.000000,15.471861,22.126002,462.000000,339264.000000,226.176000,1357962.000000,2939.311688,126759.000000,84.506000,1.596499,1.596499,-35435.000000,-584.860797,0.905431,0.278873,
59.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,404757.000000,443.812500,655.224113,912.000000,18786.000000,20.598684,29.662261,912.000000,NaN,82.629670,16.102657,1396476.000000,2983.923077,827.284996,468.000000,NaN,NaN,9549.000000,20.403846,29.945656,468.000000,385971.000000,423.213816,1386927.000000,2963.519231,127768.000000,140.096491,1.494835,1.494835,54562.000000,-284.925073,1.164636,0.597642,
60.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,460483.000000,357.795649,524.938649,1287.000000,25535.000000,19.840715,28.463290,1287.000000,NaN,90.378000,35.922097,1274649.000000,2689.132911,768.253824,474.000000,NaN,NaN,10930.000000,23.059072,30.374629,474.000000,434948.000000,337.954934,1263719.000000,2666.073840,110634.000000,85.962704,1.341132,1.341132,114474.000000,-338.150551,1.357202,0.499855,
61.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,372616.000000,315.241963,442.637663,1182.000000,21434.000000,18.133672,25.629796,1182.000000,NaN,102.604997,15.570920,1252778.000000,2577.732510,748.362781,486.000000,NaN,NaN,10895.000000,22.417695,28.735775,486.000000,351182.000000,297.108291,1241883.000000,2555.314815,48843.000000,41.322335,1.161550,1.161550,8380.000000,-408.245618,1.024446,0.421219,
62.000000,NaN,NaN,NaN,NaN,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,358237.000000,638.568627,786.746344,561.000000,10815.000000,19.278075,27.735248,561.000000,NaN,85.972000,30.651955,1122417.000000,2413.800000,815.943074,465.000000,NaN,NaN,7975.000000,17.150538,27.887376,465.000000,347422.000000,619.290553,1114442.000000,2396.649462,162558.000000,289.764706,1.879338,1.879338,24265.000000,-75.670738,1.075087,0.891115,
